Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196011","Water - Precipitation - unspecified (not reported)","1960-11-15","1960-11-01","1960-11-30","","","","","","","","","248","12.6","11.9"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196012","Water - Precipitation - rain","1960-12-15","1960-12-01","1960-12-31","","","","","","","","","330","14","12.6"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196101","Water - Precipitation - unspecified (not reported)","1961-01-15","1961-01-01","1961-01-31","","","","","","","","","300","14.7","13.3"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196102","Water - Precipitation - unspecified (not reported)","1961-02-15","1961-02-01","1961-02-28","","","","","","","","","280","18.9","18.1"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196103","Water - Precipitation - unspecified (not reported)","1961-03-15","1961-03-01","1961-03-31","","","","","","","","","270","15","13.4"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196104","Water - Precipitation - unspecified (not reported)","1961-04-15","1961-04-01","1961-04-30","","-2.9","University of Copenhagen","-16.8","University of Copenhagen","3.4","","Radioactive Dating Laboratory","330","13.4","12.7"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196105","Water - Precipitation - unspecified (not reported)","1961-05-15","1961-05-01","1961-05-31","","-5.2","University of Copenhagen","-20.5","University of Copenhagen","4.5","","Radioactive Dating Laboratory","250","11.7","10.9"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196106","Water - Precipitation - unspecified (not reported)","1961-06-15","1961-06-01","1961-06-30","","-2","University of Copenhagen","","","6.7","","Radioactive Dating Laboratory","240","10.5","9.8"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196107","Water - Precipitation - unspecified (not reported)","1961-07-15","1961-07-01","1961-07-31","","-4.1","University of Copenhagen","-27.3","University of Copenhagen","4.9","","Radioactive Dating Laboratory","440","9.6","9.7"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196108","Water - Precipitation - unspecified (not reported)","1961-08-15","1961-08-01","1961-08-31","","-3.3","University of Copenhagen","-17.4","University of Copenhagen","7.2","","Radioactive Dating Laboratory","330","9.1","9.3"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196109","Water - Precipitation - unspecified (not reported)","1961-09-15","1961-09-01","1961-09-30","","-1.9","University of Copenhagen","","","8.7","","Radioactive Dating Laboratory","370","8.3","8.4"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196110","Water - Precipitation - unspecified (not reported)","1961-10-15","1961-10-01","1961-10-31","","-2.7","University of Copenhagen","-14.9","University of Copenhagen","6.9","","Radioactive Dating Laboratory","290","9.4","9.1"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196111","Water - Precipitation - unspecified (not reported)","1961-11-15","1961-11-01","1961-11-30","","-0.9","University of Copenhagen","","","8","","Radioactive Dating Laboratory","360","12.3","11.5"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196112","Water - Precipitation - unspecified (not reported)","1961-12-15","1961-12-01","1961-12-31","","-1.2","University of Copenhagen","","","6.8","","Radioactive Dating Laboratory","270","13.7","12.3"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196201","Water - Precipitation - unspecified (not reported)","1962-01-15","1962-01-01","1962-01-31","","-1.5","University of Copenhagen","","","7.5","","Radioactive Dating Laboratory","190","14.5","13.6"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196202","Water - Precipitation - unspecified (not reported)","1962-02-15","1962-02-01","1962-02-28","","","","","","6.6","","Radioactive Dating Laboratory","240","15.8","14.5"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196203","Water - Precipitation - unspecified (not reported)","1962-03-15","1962-03-01","1962-03-31","","-2.9","University of Copenhagen","-13.7","University of Copenhagen","4.3","","Radioactive Dating Laboratory","250","14.8","13.4"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196204","Water - Precipitation - unspecified (not reported)","1962-04-15","1962-04-01","1962-04-30","","-4","University of Copenhagen","-11.8","University of Copenhagen","4.2","","Radioactive Dating Laboratory","250","12.6","11.5"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196205","Water - Precipitation - unspecified (not reported)","1962-05-15","1962-05-01","1962-05-31","","-3.7","University of Copenhagen","-12.4","University of Copenhagen","7.3","","Radioactive Dating Laboratory","290","11.9","11.1"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196206","Water - Precipitation - unspecified (not reported)","1962-06-15","1962-06-01","1962-06-30","","-1.8","University of Copenhagen","-6.2","University of Copenhagen","7.7","","Radioactive Dating Laboratory","230","8.3","8.7"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196207","Water - Precipitation - unspecified (not reported)","1962-07-15","1962-07-01","1962-07-31","","-4.3","University of Copenhagen","-26.1","University of Copenhagen","10.6","","Radioactive Dating Laboratory","320","8.9","8.7"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196208","Water - Precipitation - unspecified (not reported)","1962-08-15","1962-08-01","1962-08-31","","-4.4","University of Copenhagen","-26.1","University of Copenhagen","15.9","","Radioactive Dating Laboratory","500","8.2","9"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196209","Water - Precipitation - unspecified (not reported)","1962-09-15","1962-09-01","1962-09-30","","-4.2","University of Copenhagen","-24.2","University of Copenhagen","15","","Radioactive Dating Laboratory","270","8.5","9"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196210","Water - Precipitation - unspecified (not reported)","1962-10-15","1962-10-01","1962-10-31","","-4.5","University of Copenhagen","-26.1","University of Copenhagen","15.2","","Radioactive Dating Laboratory","290","9.4","9.6"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196211","Water - Precipitation - unspecified (not reported)","1962-11-15","1962-11-01","1962-11-30","","-3.7","University of Copenhagen","-22.4","University of Copenhagen","11.9","","Radioactive Dating Laboratory","240","11.7","10.5"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196212","Water - Precipitation - unspecified (not reported)","1962-12-15","1962-12-01","1962-12-31","","-3.3","University of Copenhagen","-18","University of Copenhagen","14.4","","Radioactive Dating Laboratory","190","13.5","12.3"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196301","Water - Precipitation - unspecified (not reported)","1963-01-15","1963-01-01","1963-01-31","","-3.2","University of Copenhagen","-18","University of Copenhagen","31.2","","Radioactive Dating Laboratory","310","13.5","11.7"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196302","Water - Precipitation - unspecified (not reported)","1963-02-15","1963-02-01","1963-02-28","","-3","University of Copenhagen","-14.9","University of Copenhagen","11.6","","Radioactive Dating Laboratory","250","14.3","12.7"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196303","Water - Precipitation - unspecified (not reported)","1963-03-15","1963-03-01","1963-03-31","","-3.3","University of Copenhagen","-14.3","University of Copenhagen","8.6","","Radioactive Dating Laboratory","350","13.3","12.6"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196304","Water - Precipitation - unspecified (not reported)","1963-04-15","1963-04-01","1963-04-30","","-3","University of Copenhagen","-15.5","University of Copenhagen","10.9","","Radioactive Dating Laboratory","320","13.6","12.7"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196305","Water - Precipitation - unspecified (not reported)","1963-05-15","1963-05-01","1963-05-31","","-3.8","University of Copenhagen","-20.5","University of Copenhagen","12.2","","Radioactive Dating Laboratory","300","11.6","11"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196306","Water - Precipitation - unspecified (not reported)","1963-06-15","1963-06-01","1963-06-30","","-5","University of Copenhagen","-29.2","University of Copenhagen","16","","Radioactive Dating Laboratory","370","9.9","10.2"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196307","Water - Precipitation - unspecified (not reported)","1963-07-15","1963-07-01","1963-07-31","","-4.1","University of Copenhagen","-26.7","University of Copenhagen","24.3","","Radioactive Dating Laboratory","220","8.5","8.9"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196308","Water - Precipitation - unspecified (not reported)","1963-08-15","1963-08-01","1963-08-31","","-4.1","University of Copenhagen","-24.2","University of Copenhagen","41.7","","Radioactive Dating Laboratory","420","8.2","8.8"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196309","Water - Precipitation - unspecified (not reported)","1963-09-15","1963-09-01","1963-09-30","","-6","University of Copenhagen","-31.6","University of Copenhagen","38.2","","Radioactive Dating Laboratory","320","7.1","8"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196310","Water - Precipitation - unspecified (not reported)","1963-10-15","1963-10-01","1963-10-31","","-3.7","University of Copenhagen","-19.9","University of Copenhagen","27.8","","Radioactive Dating Laboratory","350","9.3","9.2"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196311","Water - Precipitation - unspecified (not reported)","1963-11-15","1963-11-01","1963-11-30","","-4.3","University of Copenhagen","-23","University of Copenhagen","30.8","","Radioactive Dating Laboratory","380","10.7","10.8"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196312","Water - Precipitation - unspecified (not reported)","1963-12-15","1963-12-01","1963-12-31","","-3.8","University of Copenhagen","-23.6","University of Copenhagen","21.9","","Radioactive Dating Laboratory","190","11.7","11.1"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196401","Water - Precipitation - unspecified (not reported)","1964-01-15","1964-01-01","1964-01-31","","-4.5","University of Copenhagen","-32.9","University of Copenhagen","20.3","","Radioactive Dating Laboratory","240","13.5","12.5"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196402","Water - Precipitation - unspecified (not reported)","1964-02-15","1964-02-01","1964-02-29","","-2","University of Copenhagen","-18","University of Copenhagen","20.5","","Radioactive Dating Laboratory","180","12.1","11.5"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196403","Water - Precipitation - unspecified (not reported)","1964-03-15","1964-03-01","1964-03-31","","-3.4","University of Copenhagen","-24.9","University of Copenhagen","31","","Radioactive Dating Laboratory","150","13.4","12.7"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196404","Water - Precipitation - unspecified (not reported)","1964-04-15","1964-04-01","1964-04-30","","-6","University of Copenhagen","","","","","","370","11.8","10.9"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196405","Water - Precipitation - unspecified (not reported)","1964-05-15","1964-05-01","1964-05-31","","-1.8","University of Copenhagen","","","","","","250","10","10"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196406","Water - Precipitation - unspecified (not reported)","1964-06-15","1964-06-01","1964-06-30","","-3.9","University of Copenhagen","","","","","","295","9","10.3"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196407","Water - Precipitation - unspecified (not reported)","1964-07-15","1964-07-01","1964-07-31","","-3.7","University of Copenhagen","","","","","","372","7.3","9.3"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196408","Water - Precipitation - unspecified (not reported)","1964-08-15","1964-08-01","1964-08-31","","-1.5","University of Copenhagen","","","","","","217","8.6","9.6"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196409","Water - Precipitation - unspecified (not reported)","1964-09-15","1964-09-01","1964-09-30","","-1.3","University of Copenhagen","","","","","","61","8.3","9.5"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196410","Water - Precipitation - unspecified (not reported)","1964-10-15","1964-10-01","1964-10-31","","-3.8","University of Copenhagen","","","","","","252","8.8","9.6"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196411","Water - Precipitation - unspecified (not reported)","1964-11-15","1964-11-01","1964-11-30","","-1.5","University of Copenhagen","","","","","","214","12.3","12.1"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196412","Water - Precipitation - unspecified (not reported)","1964-12-15","1964-12-01","1964-12-31","","-3.2","University of Copenhagen","","","","","","266","13.1","12.5"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196501","Water - Precipitation - unspecified (not reported)","1965-01-15","1965-01-01","1965-01-31","","-3.2","University of Copenhagen","-27.3","University of Copenhagen","","","","117","13.9","13"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196502","Water - Precipitation - unspecified (not reported)","1965-02-15","1965-02-01","1965-02-28","","-3","University of Copenhagen","-26.7","University of Copenhagen","","","","255","13.3","12.9"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196503","Water - Precipitation - unspecified (not reported)","1965-03-15","1965-03-01","1965-03-31","","-2.5","University of Copenhagen","","","","","","189","12.4","12.4"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196504","Water - Precipitation - unspecified (not reported)","1965-04-15","1965-04-01","1965-04-30","","","","","","15.3","0.9","International Atomic Energy Agency","427","12.6","12.2"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196505","Water - Precipitation - unspecified (not reported)","1965-05-15","1965-05-01","1965-05-31","","","","","","15.3","1.1","International Atomic Energy Agency","346","10.8","10.8"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196506","Water - Precipitation - unspecified (not reported)","1965-06-15","1965-06-01","1965-06-30","","","","","","19.4","1.1","International Atomic Energy Agency","321","9.2","10.1"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196507","Water - Precipitation - unspecified (not reported)","1965-07-15","1965-07-01","1965-07-31","","","","","","20.4","1","International Atomic Energy Agency","277","9.2","9.9"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196508","Water - Precipitation - unspecified (not reported)","1965-08-15","1965-08-01","1965-08-31","","","","","","42.2","2.1","International Atomic Energy Agency","368","7.8","9.2"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196509","Water - Precipitation - unspecified (not reported)","1965-09-15","1965-09-01","1965-09-30","","","","","","40.7","2.1","International Atomic Energy Agency","271","9","9.6"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196510","Water - Precipitation - unspecified (not reported)","1965-10-15","1965-10-01","1965-10-31","","","","","","21.8","0.9","International Atomic Energy Agency","244","11","11.1"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196511","Water - Precipitation - unspecified (not reported)","1965-11-15","1965-11-01","1965-11-30","","","","","","21.9","1.3","International Atomic Energy Agency","136","11.7","11.5"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196512","Water - Precipitation - unspecified (not reported)","1965-12-15","1965-12-01","1965-12-31","","","","","","18.7","1.2","International Atomic Energy Agency","285","12.3","11.6"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196601","Water - Precipitation - unspecified (not reported)","1966-01-15","1966-01-01","1966-01-31","","","","","","20.7","1.2","International Atomic Energy Agency","108","13.3","12.1"
"GNIP","GNIP/M/ZA/02","GOUGH ISLAND (ATLANTIC O.)","ZA","6890600","-40.35","-9.88","54","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","196602","Water - Precipitation - unspecified (not reported)","1966-02-15","1966-02-01","1966-02-28","","","","","","14.6","1.1","International Atomic Energy Agency","195","15.7","14.6"
